Spcode,Category,English.Name,Scientific.Name
manblf1,group (polytypic),Mangrove Blue Flycatcher (Mangrove),Cyornis rufigastra [rufigastra Group]
manblf2,group (polytypic),Mangrove Blue Flycatcher (Philippine),Cyornis rufigastra [blythi Group]
subfly1,species,Sulawesi Blue Flycatcher,Cyornis omissus
sulblf1,group (polytypic),Sulawesi Blue Flycatcher (Sulawesi),Cyornis omissus omissus/peromissus
subfly4,group (monotypic),Sulawesi Blue Flycatcher (Tanahjampea),Cyornis omissus djampeanus
subfly5,group (monotypic),Sulawesi Blue Flycatcher (Kalao),Cyornis omissus kalaoensis
togjuf1,form,Togian Jungle-Flycatcher (undescribed form),Cyornis [undescribed Togian form]
bncjuf1,species,Brown-chested Jungle-Flycatcher,Cyornis brunneatus
nicjuf1,species,Nicobar Jungle-Flycatcher,Cyornis nicobaricus
gycjuf1,species,Gray-chested Jungle-Flycatcher,Cyornis umbratilis
fucjuf1,species,Fulvous-chested Jungle-Flycatcher,Cyornis olivaceus
flojuf1,species,Flores Jungle-Flycatcher,Cyornis oscillans
flojuf2,group (monotypic),Flores Jungle-Flycatcher (Russet-backed),Cyornis oscillans oscillans
flojuf3,group (monotypic),Flores Jungle-Flycatcher (Sumba),Cyornis oscillans stresemanni
chtjuf1,species,Chestnut-tailed Jungle-Flycatcher,Cyornis ruficauda
chtjuf2,group (polytypic),Chestnut-tailed Jungle-Flycatcher (Philippine),Cyornis ruficauda [ruficauda Group]
chtjuf3,group (monotypic),Chestnut-tailed Jungle-Flycatcher (Sulu),Cyornis ruficauda ocularis
chtjuf4,group (polytypic),Chestnut-tailed Jungle-Flycatcher (Crocker),Cyornis ruficauda ruficrissa/isola
banjuf1,species,Banggai Jungle-Flycatcher,Cyornis pelingensis
suljuf1,species,Sula Jungle-Flycatcher,Cyornis colonus
blue-f1,spuh,blue flycatcher sp.,Cyornis sp.
larnil1,species,Large Niltava,Niltava grandis
smanil1,species,Small Niltava,Niltava macgrigoriae
fujnil1,species,Fujian Niltava,Niltava davidi
rubnil1,species,Rufous-bellied Niltava,Niltava sundara
ruvnil1,species,Rufous-vented Niltava,Niltava sumatrana
vivnil1,species,Vivid Niltava,Niltava vivida
vivnil2,group (monotypic),Vivid Niltava (Large),Niltava vivida oatesi
vivnil3,group (monotypic),Vivid Niltava (Small),Niltava vivida vivida
niltav1,spuh,niltava sp.,Niltava sp.
bawfly2,species,Blue-and-white Flycatcher,Cyanoptila cyanomelana
zapfly1,species,Zappey's Flycatcher,Cyanoptila cumatilis
y00911,slash,Blue-and-white/Zappey's Flycatcher,Cyanoptila cyanomelana/cumatilis
dubfly3,species,Dull-blue Flycatcher,Eumyias sordidus
nilfly2,species,Nilgiri Flycatcher,Eumyias albicaudatus
indfly1,species,Indigo Flycatcher,Eumyias indigo
indfly2,group (polytypic),Indigo Flycatcher (Rufous-vented),Eumyias indigo ruficrissa/cerviniventris
indfly3,group (monotypic),Indigo Flycatcher (Javan),Eumyias indigo indigo
verfly4,species,Verditer Flycatcher,Eumyias thalassinus
y01103,slash,Nilgiri/Verditer Flycatcher,Eumyias albicaudatus/thalassinus
burjuf1,species,Buru Jungle-Flycatcher,Eumyias additus
islfly1,species,Turquoise Flycatcher,Eumyias panayensis
wbrcha1,species,White-bellied Robin-Chat,Cossyphicula roberti
whbroc1,group (monotypic),White-bellied Robin-Chat (White-bellied),Cossyphicula roberti roberti
whbroc2,group (monotypic),White-bellied Robin-Chat (Albertine),Cossyphicula roberti rufescentior
morcha1,species,Mountain Robin-Chat,Cossypha isabellae
mouroc1,group (monotypic),Mountain Robin-Chat (Highland),Cossypha isabellae batesi
mouroc2,group (monotypic),Mountain Robin-Chat (Mountain),Cossypha isabellae isabellae
arrcha1,species,Archer's Robin-Chat,Cossypha archeri
arcroc1,group (monotypic),Archer's Robin-Chat (Archer's),Cossypha archeri archeri
arcroc2,group (monotypic),Archer's Robin-Chat (Kabobo),Cossypha archeri kimbutui
ofrcha1,species,Olive-flanked Robin-Chat,Cossypha anomala
olfroc1,group (monotypic),Olive-flanked Robin-Chat (White-bellied),Cossypha anomala grotei
olfroc2,group (monotypic),Olive-flanked Robin-Chat (Black),Cossypha anomala mbuluensis
olfroc3,group (polytypic),Olive-flanked Robin-Chat (Olive-flanked),Cossypha anomala [anomala Group]
carcha1,species,Cape Robin-Chat,Cossypha caffra
wtrcha1,species,White-throated Robin-Chat,Cossypha humeralis
bsrcha1,species,Blue-shouldered Robin-Chat,Cossypha cyanocampter
gywroc1,species,Gray-winged Robin-Chat,Cossypha polioptera
gywroc2,group (polytypic),Gray-winged Robin-Chat (Black-capped),Cossypha polioptera nigriceps/tessmanni
gywroc3,group (monotypic),Gray-winged Robin-Chat (Gray-winged),Cossypha polioptera polioptera
rurcha1,species,R?ppell's Robin-Chat,Cossypha semirufa
wbrcha2,species,White-browed Robin-Chat,Cossypha heuglini
rcrcha1,species,Red-capped Robin-Chat,Cossypha natalensis
chrcha1,species,Chorister Robin-Chat,Cossypha dichroa
whrcha1,species,White-headed Robin-Chat,Cossypha heinrichi
scrcha1,species,Snowy-crowned Robin-Chat,Cossypha niveicapilla
wcrcha1,species,White-crowned Robin-Chat,Cossypha albicapillus
robin-1,spuh,robin-chat sp.,Cossypha sp.
anccha1,species,Angola Cave-Chat,Xenocopsychus ansorgei
copthr1,species,Collared Palm-Thrush,Cichladusa arquata
rtpthr1,species,Rufous-tailed Palm-Thrush,Cichladusa ruficauda
spmthr1,species,Spotted Morning-Thrush,Cichladusa guttata
eurrob1,species,European Robin,Erithacus rubecula
whsrob1,species,White-starred Robin,Pogonocichla stellata
swyrob1,species,Swynnerton's Robin,Swynnertonia swynnertoni
swyrob2,group (monotypic),Swynnerton's Robin (Udzungwa),Swynnertonia swynnertoni rodgersi
swyrob3,group (monotypic),Swynnerton's Robin (Swynnerton's),Swynnertonia swynnertoni swynnertoni
brcale1,species,Brown-chested Alethe,Chamaetylas poliocephala
bncale1,group (monotypic),Brown-chested Alethe (Gray-headed),Chamaetylas poliocephala poliocephala
bncale2,group (monotypic),Brown-chested Alethe (Gabela),Chamaetylas poliocephala hallae
bncale3,group (monotypic),Brown-chested Alethe (Chestnut-backed),Chamaetylas poliocephala compsonota
bncale4,group (polytypic),Brown-chested Alethe (Brown-chested),Chamaetylas poliocephala [carruthersi Group]
retale1,species,Red-throated Alethe,Chamaetylas poliophrys
choale1,species,Cholo Alethe,Chamaetylas choloensis
whcale1,species,White-chested Alethe,Chamaetylas fuelleborni
forrob1,species,Forest Robin,Stiphrornis erythrothorax
forrob2,group (monotypic),Forest Robin (Western),Stiphrornis erythrothorax erythrothorax
forrob3,group (monotypic),Forest Robin (Gabon),Stiphrornis erythrothorax gabonensis
forrob4,group (monotypic),Forest Robin (Sangha),Stiphrornis erythrothorax sanghensis
forrob6,group (monotypic),Forest Robin (Olive-backed),Stiphrornis erythrothorax pyrrholaemus
forrob5,group (monotypic),Forest Robin (Eastern),Stiphrornis erythrothorax xanthogaster
bocaka1,species,Bocage's Akalat,Sheppardia bocagei
bocaka2,group (monotypic),Bocage's Akalat (Grant's),Sheppardia bocagei granti
bocaka3,group (monotypic),Bocage's Akalat (Bioko),Sheppardia bocagei poensis
bocaka4,group (polytypic),Bocage's Akalat (Bocage's),Sheppardia bocagei [bocagei Group]
lowaka1,species,Lowland Akalat,Sheppardia cyornithopsis
equaka1,species,Equatorial Akalat,Sheppardia aequatorialis
shaaka1,species,Sharpe's Akalat,Sheppardia sharpei
eacaka1,species,East Coast Akalat,Sheppardia gunningi
eacaka2,group (monotypic),East Coast Akalat (East Coast),Sheppardia gunningi sokokensis
eacaka4,group (monotypic),East Coast Akalat (Montane),Sheppardia gunningi alticola
eacaka5,group (monotypic),East Coast Akalat (Benson's),Sheppardia gunningi bensoni
eacaka6,group (monotypic),East Coast Akalat (Gunning's),Sheppardia gunningi gunningi
gabaka1,species,Gabela Akalat,Sheppardia gabela
usaaka1,species,Usambara Akalat,Sheppardia montana
iriaka1,species,Iringa Akalat,Sheppardia lowei
rubaka1,species,Rubeho Akalat,Sheppardia aurantiithorax
bagbab2,species,Bagobo Robin,Leonardina woodi
eyjfly1,species,Eyebrowed Jungle-Flycatcher,Vauriella gularis
rufjuf1,species,Rusty-flanked Jungle-Flycatcher,Vauriella insignis
negjuf1,species,Negros Jungle-Flycatcher,Vauriella albigularis
minjuf1,species,Mindanao Jungle-Flycatcher,Vauriella goodfellowi
gresho1,species,Great Shortwing,Heinrichia calligyna
gresho2,group (monotypic),Great Shortwing (Minahasa),Heinrichia calligyna simplex
gresho3,group (polytypic),Great Shortwing (Great),Heinrichia calligyna calligyna/picta
rubsho1,species,Rusty-bellied Shortwing,Brachypteryx hyperythra
gousho1,species,Gould's Shortwing,Brachypteryx stellata
lessho1,species,Lesser Shortwing,Brachypteryx leucophris
whbsho4,species,Himalayan Shortwing,Brachypteryx cruralis
whbsho5,species,Chinese Shortwing,Brachypteryx sinensis
y01161,slash,Himalayan/Chinese Shortwing,Brachypteryx cruralis/sinensis
whbsho6,species,Taiwan Shortwing,Brachypteryx goodfellowi
whbsho12,species,White-browed Shortwing,Brachypteryx montana
whbsho7,group (polytypic),White-browed Shortwing (Philippine),Brachypteryx montana [poliogyna Group]
whbsho8,group (monotypic),White-browed Shortwing (Bornean),Brachypteryx montana erythrogyna
whbsho9,group (monotypic),White-browed Shortwing (Sumatran),Brachypteryx montana saturata
whbsho10,group (monotypic),White-browed Shortwing (Javan),Brachypteryx montana montana
whbsho11,group (monotypic),White-browed Shortwing (Flores),Brachypteryx montana floris
brachy1,spuh,Brachypteryx sp.,Brachypteryx sp.
rutrob1,species,Rufous-tailed Robin,Larvivora sibilans
ruhrob1,species,Rufous-headed Robin,Larvivora ruficeps
japrob1,species,Japanese Robin,Larvivora akahige
japrob2,group (polytypic),Japanese Robin (Japanese),Larvivora akahige akahige/rishirensis
japrob3,group (monotypic),Japanese Robin (Izu),Larvivora akahige tanensis
ryurob1,species,Ryukyu Robin,Larvivora komadori
ryurob2,group (polytypic),Ryukyu Robin (Ryukyu),Larvivora komadori komadori/subrufus
ryurob3,group (monotypic),Ryukyu Robin (Okinawa),Larvivora komadori namiyei
inbrob1,species,Indian Blue Robin,Larvivora brunnea
sibrob,species,Siberian Blue Robin,Larvivora cyane
whtrob3,species,White-throated Robin,Irania gutturalis
thrnig1,species,Thrush Nightingale,Luscinia luscinia
comnig1,species,Common Nightingale,Luscinia megarhynchos
comnig2,group (polytypic),Common Nightingale (megarhynchos/africana),Luscinia megarhynchos megarhynchos/africana
comnig3,group (monotypic),Common Nightingale (golzii),Luscinia megarhynchos golzii
y00625,slash,Thrush/Common Nightingale,Luscinia luscinia/megarhynchos
whbred1,species,White-bellied Redstart,Luscinia phaenicuroides
blueth,species,Bluethroat,Luscinia svecica
blueth1,group (polytypic),Bluethroat (Red-spotted),Luscinia svecica [svecica Group]
blueth4,group (monotypic),Bluethroat (Iberian),Luscinia svecica azuricollis
blueth2,group (polytypic),Bluethroat (White-spotted),Luscinia svecica cyanecula/namnetum
blueth3,group (monotypic),Bluethroat (Caucasian),Luscinia svecica magna
ceywht1,species,Sri Lanka Whistling-Thrush,Myophonus blighi
shwthr1,species,Shiny Whistling-Thrush,Myophonus melanurus
javwht1,species,Javan Whistling-Thrush,Myophonus glaucinus
chwwht1,species,Sumatran Whistling-Thrush,Myophonus castaneus
borwht1,species,Bornean Whistling-Thrush,Myophonus borneensis
mawthr2,species,Malayan Whistling-Thrush,Myophonus robinsoni
mawthr1,species,Malabar Whistling-Thrush,Myophonus horsfieldii
fowthr1,species,Taiwan Whistling-Thrush,Myophonus insularis
blwthr1,species,Blue Whistling-Thrush,Myophonus caeruleus
bluwht1,group (monotypic),Blue Whistling-Thrush (Black-billed),Myophonus caeruleus caeruleus
bluwht2,group (polytypic),Blue Whistling-Thrush (Yellow-billed),Myophonus caeruleus [flavirostris Group]
whistl2,spuh,whistling-thrush sp.,Myophonus sp.
litfor1,species,Little Forktail,Enicurus scouleri
whcfor1,species,White-crowned Forktail,Enicurus leschenaulti
whcfor4,group (polytypic),White-crowned Forktail (White-crowned),Enicurus leschenaulti [frontalis Group]
whcfor5,group (monotypic),White-crowned Forktail (Javan),Enicurus leschenaulti leschenaulti
whcfor3,group (monotypic),White-crowned Forktail (Bornean),Enicurus leschenaulti borneensis
spofor1,species,Spotted Forktail,Enicurus maculatus
sunfor1,species,Sunda Forktail,Enicurus velatus
chnfor1,species,Chestnut-naped Forktail,Enicurus ruficapillus
blbfor1,species,Black-backed Forktail,Enicurus immaculatus
slbfor1,species,Slaty-backed Forktail,Enicurus schistaceus
forkta1,spuh,forktail sp.,Enicurus sp.
fireth1,species,Firethroat,Calliope pectardens
btbrob1,species,Blackthroat,Calliope obscura
sibrub,species,Siberian Rubythroat,Calliope calliope
himrub1,species,Himalayan Rubythroat,Calliope pectoralis
chirub1,species,Chinese Rubythroat,Calliope tschebaiewi
whtrub1,slash,Himalayan/Chinese Rubythroat (White-tailed Rubythroat),Calliope pectoralis/tschebaiewi
whtrob2,species,White-tailed Robin,Myiomela leucura
whtrob4,group (polytypic),White-tailed Robin (White-tailed),Myiomela leucura leucura/montium
whtrob5,group (monotypic),White-tailed Robin (Cambodian),Myiomela leucura cambodiana
sunrob1,species,Sunda Robin,Myiomela diana
sunrob2,group (monotypic),Sunda Robin (Sumatran),Myiomela diana sumatrana
sunrob3,group (monotypic),Sunda Robin (Javan),Myiomela diana diana
blfrob1,species,Blue-fronted Robin,Cinclidium frontale
refblu,species,Red-flanked Bluetail,Tarsiger cyanurus
himblu1,species,Himalayan Bluetail,Tarsiger rufilatus
y00912,slash,Red-flanked/Himalayan Bluetail,Tarsiger cyanurus/rufilatus
rbbrob1,species,Rufous-breasted Bush-Robin,Tarsiger hyperythrus
wbbrob1,species,White-browed Bush-Robin,Tarsiger indicus
gobrob1,species,Golden Bush-Robin,Tarsiger chrysaeus
cobrob1,species,Collared Bush-Robin,Tarsiger johnstoniae
y01124,slash,White-browed/Collared Bush-Robin,Tarsiger indicus/johnstoniae
tarsig1,spuh,Tarsiger sp.,Tarsiger sp.
korfly1,species,Yellow-rumped Flycatcher,Ficedula zanthopygia
narfly1,species,Green-backed Flycatcher,Ficedula elisae
narfly,species,Narcissus Flycatcher,Ficedula narcissina
narfly2,group (monotypic),Narcissus Flycatcher (Narcissus),Ficedula narcissina narcissina
narfly3,group (monotypic),Narcissus Flycatcher (Green-crowned),Ficedula narcissina owstoni
y00913,slash,Yellow-rumped/Green-backed/Narcissus Flycatcher,Ficedula zanthopygia/elisae/narcissina
mugfly,species,Mugimaki Flycatcher,Ficedula mugimaki
slbfly1,species,Slaty-backed Flycatcher,Ficedula erithacus
barfly1,species,Black-and-orange Flycatcher,Ficedula nigrorufa
slbfly2,species,Slaty-blue Flycatcher,Ficedula tricolor
snbfly1,species,Snowy-browed Flycatcher,Ficedula hyperythra
pybfly1,species,Pygmy Flycatcher,Ficedula hodgsoni
rugfly1,species,Rufous-gorgeted Flycatcher,Ficedula strophiata
sapfly1,species,Sapphire Flycatcher,Ficedula sapphira
lipfly1,species,Little Pied Flycatcher,Ficedula westermanni
ultfly1,species,Ultramarine Flycatcher,Ficedula superciliaris
rutfly6,species,Rusty-tailed Flycatcher,Ficedula ruficauda
taifly1,species,Taiga Flycatcher,Ficedula albicilla
kasfly1,species,Kashmir Flycatcher,Ficedula subrubra
rebfly,species,Red-breasted Flycatcher,Ficedula parva
y00821,slash,Taiga/Red-breasted Flycatcher,Ficedula albicilla/parva
semfly1,species,Semicollared Flycatcher,Ficedula semitorquata
eupfly1,species,European Pied Flycatcher,Ficedula hypoleuca
atlfly1,species,Atlas Flycatcher,Ficedula speculigera
y00819,slash,European Pied/Atlas Flycatcher,Ficedula hypoleuca/speculigera
colfly1,species,Collared Flycatcher,Ficedula albicollis
x00817,hybrid,European Pied x Collared Flycatcher (hybrid),Ficedula hypoleuca x albicollis
y00820,slash,European Pied/Collared/Semicollared Flycatcher,Ficedula hypoleuca/albicollis/semitorquata
rucfly3,species,Tanimbar Flycatcher,Ficedula riedeli
rucfly1,species,Rufous-chested Flycatcher,Ficedula dumetoria
palfly1,species,Palawan Flycatcher,Ficedula platenae
furfly1,species,Furtive Flycatcher,Ficedula disposita
rutfly5,species,Rufous-throated Flycatcher,Ficedula rufigula
damfly1,species,Damar Flycatcher,Ficedula henrici
cicfly1,species,Cinnamon-chested Flycatcher,Ficedula buruensis
lomfly1,species,Lompobattang Flycatcher,Ficedula bonthaina
sumfly1,species,Sumba Flycatcher,Ficedula harterti
blbfly2,species,Black-banded Flycatcher,Ficedula timorensis
lisfly1,species,Little Slaty Flycatcher,Ficedula basilanica
rutfly7,species,Cryptic Flycatcher,Ficedula crypta
bunfly1,species,Bundok Flycatcher,Ficedula luzoniensis
ficedu1,spuh,Ficedula sp.,Ficedula sp.
blfred1,species,Blue-fronted Redstart,Phoenicurus frontalis
plured1,species,Plumbeous Redstart,Phoenicurus fuliginosus
luzred1,species,Luzon Redstart,Phoenicurus bicolor
rubred2,species,Rufous-backed Redstart,Phoenicurus erythronotus
whcred1,species,White-capped Redstart,Phoenicurus leucocephalus
alsred1,species,Ala Shan Redstart,Phoenicurus alaschanicus
bucred1,species,Blue-capped Redstart,Phoenicurus coeruleocephala
moured1,species,Moussier's Redstart,Phoenicurus moussieri
comred2,species,Common Redstart,Phoenicurus phoenicurus
comred5,group (monotypic),Common Redstart (Common),Phoenicurus phoenicurus phoenicurus
comred6,group (monotypic),Common Redstart (Ehrenberg's),Phoenicurus phoenicurus samamisicus
hodred1,species,Hodgson's Redstart,Phoenicurus hodgsoni
whtred1,species,White-throated Redstart,Phoenicurus schisticeps
whwred2,species,White-winged Redstart,Phoenicurus erythrogastrus
blared1,species,Black Redstart,Phoenicurus ochruros
blkred2,group (polytypic),Black Redstart (Western),Phoenicurus ochruros gibraltariensis/aterrimus
blkred1,group (polytypic),Black Redstart (Eastern),Phoenicurus ochruros [ochruros Group]
x00745,hybrid,Common x Black Redstart (hybrid),Phoenicurus phoenicurus x ochruros
y01071,slash,Common/Black Redstart,Phoenicurus phoenicurus/ochruros
daured1,species,Daurian Redstart,Phoenicurus auroreus
redsta1,spuh,redstart sp.,Phoenicurus sp.
lirthr1,species,Little Rock-Thrush,Monticola rufocinereus
cbrthr1,species,Chestnut-bellied Rock-Thrush,Monticola rufiventris
wtrthr1,species,White-throated Rock-Thrush,Monticola gularis
bcrthr1,species,Blue-capped Rock-Thrush,Monticola cinclorhyncha
strthr1,species,Short-toed Rock-Thrush,Monticola brevipes
shtrot1,group (monotypic),Short-toed Rock-Thrush (Short-toed),Monticola brevipes brevipes
shtrot2,group (monotypic),Short-toed Rock-Thrush (White-crowned),Monticola brevipes pretoriae
serthr1,species,Sentinel Rock-Thrush,Monticola explorator
forrot2,species,Forest Rock-Thrush,Monticola sharpei
ammrot1,group (monotypic),Forest Rock-Thrush (Amber Mountain),Monticola sharpei erythronotus
forrot1,group (monotypic),Forest Rock-Thrush (Forest),Monticola sharpei sharpei
benrot1,group (monotypic),Forest Rock-Thrush (Benson's),Monticola sharpei bensoni
litrot1,species,Littoral Rock-Thrush,Monticola imerina
rtrthr1,species,Rufous-tailed Rock-Thrush,Monticola saxatilis
burthr,species,Blue Rock-Thrush,Monticola solitarius
blurot1,group (polytypic),Blue Rock-Thrush (solitarius/longirostris),Monticola solitarius solitarius/longirostris
blurot5,group (monotypic),Blue Rock-Thrush (pandoo),Monticola solitarius pandoo
blurot2,group (monotypic),Blue Rock-Thrush (philippensis),Monticola solitarius philippensis
blurot3,intergrade,Blue Rock-Thrush (pandoo x philippensis),Monticola solitarius pandoo x philippensis
blurot4,group (monotypic),Blue Rock-Thrush (madoci),Monticola solitarius madoci
mirthr1,species,Miombo Rock-Thrush,Monticola angolensis
carthr1,species,Cape Rock-Thrush,Monticola rupestris
rock-t1,spuh,rock-thrush sp.,Monticola sp.
whinch1,species,Whinchat,Saxicola rubetra
x00818,hybrid,Common Redstart x Whinchat (hybrid),Phoenicurus phoenicurus x Saxicola rubetra
whbbus4,species,White-browed Bushchat,Saxicola macrorhynchus
whtbus1,species,White-throated Bushchat,Saxicola insignis
caisto1,species,Fuerteventura Stonechat,Saxicola dacotiae
stonec4,species,European Stonechat,Saxicola rubicola
sibsto1,species,Siberian Stonechat,Saxicola maurus
sibsto2,group (monotypic),Siberian Stonechat (Caspian),Saxicola maurus hemprichii
stonec2,group (polytypic),Siberian Stonechat (Siberian),Saxicola maurus [maurus Group]
